Image Path,Width,Height,Weeds,x,y,w,h
20210906_iPhoneSE_YL_107.jpg,4032,3024,Waterhemp,220,787,339,444
20210906_iPhoneSE_YL_107.jpg,4032,3024,Waterhemp,2889,1825,497,457
20210906_iPhoneSE_YL_107.jpg,4032,3024,Waterhemp,3544,1763,281,246
20210903_YALAL00_EO_80.jpg,3000,4000,MorningGlory,845,364,1969,3256
20210812_iPhoneSE_YL_1199.jpg,3313,3002,MorningGlory,164,664,1880,1385
20210812_iPhoneSE_YL_1199.jpg,3313,3002,MorningGlory,2289,1353,809,915
20210812_iPhoneSE_YL_860.jpg,3024,3024,PricklySida,605,15,1861,2269
20210910_iPhone11Pro_BT_182.jpg,3024,4032,Carpetweed,742,1825,973,1043
20210912_CanonEOS4000D_YL_62.jpg,3456,5184,Waterhemp,1054,2440,1185,1235
20210910_iPhone11Pro_BT_197.jpg,3024,4032,MorningGlory,1094,1606,914,957
20210912_CanonEOS4000D_YL_63.jpg,3456,5184,Waterhemp,1315,592,316,356
20210912_CanonEOS4000D_YL_63.jpg,3456,5184,Waterhemp,637,1059,688,788
20210912_CanonEOS4000D_YL_63.jpg,3456,5184,Waterhemp,1677,843,969,999
20210912_CanonEOS4000D_YL_63.jpg,3456,5184,MorningGlory,728,3107,1220,959
20210912_CanonEOS4000D_YL_63.jpg,3456,5184,Waterhemp,15,1920,768,1506
20210820_iPhoneSE_YL_1428.jpg,1502,1177,Purslane,322,0,1156,1018
20210820_iPhoneSE_YL_1428.jpg,1502,1177,Purslane,90,0,645,547
20210910_iPhone11Pro_BT_183.jpg,3024,4032,Carpetweed,1188,1750,602,781
20210812_iPhoneSE_YL_691.jpg,3394,2992,Purslane,787,1161,1097,1249
20210812_iPhoneSE_YL_691.jpg,3394,2992,Purslane,1911,601,1011,1360
20210820_iPhoneSE_YL_1372.jpg,4032,3024,Purslane,1377,971,1741,1184
20210827_NIKOND3300_YL_14.jpg,4000,6000,PricklySida,1072,2039,1734,1760
20210906_iPhoneSE_YL_310.jpg,4032,3024,Goosegrass,2571,291,1015,1201
20210906_iPhoneSE_YL_310.jpg,4032,3024,PricklySida,360,1670,742,718
20210906_iPhoneSE_YL_310.jpg,4032,3024,Waterhemp,1796,1814,955,1030
20210809_iPhoneSE_YL_484.jpg,3023,3539,Waterhemp,466,1076,2141,1951
20210827_iPhone11Pro_BT_155.jpg,3024,4032,Purslane,668,2549,352,322
20210827_iPhone11Pro_BT_155.jpg,3024,4032,Purslane,1348,1776,293,270
20210827_iPhone11Pro_BT_155.jpg,3024,4032,Purslane,1524,838,369,352
20210910_iPhoneSE_YL_162.jpg,4032,3024,MorningGlory,838,1093,1997,868
20210906_iPhoneSE_YL_264.jpg,4032,3024,Waterhemp,1616,757,1382,1661
20210906_iPhoneSE_YL_264.jpg,4032,3024,Waterhemp,0,1943,712,857
20210906_iPhoneSE_YL_19.jpg,3024,4032,Purslane,590,1055,1731,1934
20210827_iPhoneSE_YL_249.jpg,3024,4032,Waterhemp,1039,1192,1078,1453
20210909_NIKOND3300_YL_130.jpg,4000,6000,Waterhemp,1296,2051,1900,1772
20210910_iPhone11Pro_BT_3.jpg,3024,4032,Eclipta,1281,617,836,1031
20210827_iPhoneSE_YL_3.jpg,3024,4032,Waterhemp,977,1266,1426,1383
20210903_iPhoneSE_YL_90.jpg,3024,4032,MorningGlory,809,2063,1776,1412
20210910_iPhoneSE_YL_42.jpg,4032,3024,Waterhemp,426,616,1000,1141
20210910_iPhoneSE_YL_42.jpg,4032,3024,Eclipta,2195,1099,754,568
20210805_iPhoneSE_YL_145.jpg,3024,3516,MorningGlory,517,545,2314,2340
20210912_iPhoneSE_YL_48.jpg,3024,4032,MorningGlory,1029,1360,826,1407
20210904_iPhoneSE_YL_111.jpg,4032,3024,Waterhemp,1121,523,1754,1706
20210904_iPhoneSE_YL_111.jpg,4032,3024,Carpetweed,62,2308,492,536
20210904_iPhoneSE_YL_111.jpg,4032,3024,Carpetweed,0,1222,853,998
20210904_iPhoneSE_YL_111.jpg,4032,3024,Carpetweed,827,1425,317,409
20210904_iPhoneSE_YL_111.jpg,4032,3024,Carpetweed,1108,1662,224,286
20210904_iPhoneSE_YL_111.jpg,4032,3024,Carpetweed,602,769,233,334
20210904_iPhoneSE_YL_111.jpg,4032,3024,Carpetweed,2722,849,519,475
20210904_iPhoneSE_YL_111.jpg,4032,3024,Carpetweed,3368,1658,356,330
20210904_iPhoneSE_YL_111.jpg,4032,3024,Carpetweed,3724,2089,299,616
20210904_iPhoneSE_YL_111.jpg,4032,3024,Carpetweed,2014,149,352,286
20210904_iPhoneSE_YL_111.jpg,4032,3024,Ragweed,365,2203,295,255
20210806_iPhoneSE_YL_437.jpg,3024,3085,MorningGlory,873,1098,1468,1691
20210903_iPhone11Pro_BT_103.jpg,4032,3024,SpottedSpurge,907,712,1096,1342
20210904_iPhoneSE_YL_139.jpg,3024,4032,Waterhemp,484,344,2008,1688
20210904_iPhoneSE_YL_139.jpg,3024,4032,Waterhemp,649,2450,1715,1356
20210904_iPhoneSE_YL_139.jpg,3024,4032,Carpetweed,6,2719,533,627
20210904_iPhoneSE_YL_139.jpg,3024,4032,Carpetweed,12,1940,334,311
20210806_iPhoneSE_YL_379.jpg,3024,4032,SpottedSpurge,557,630,1965,3078
20210912_iPhoneSE_YL_60.jpg,3024,4032,MorningGlory,651,633,1506,1867
20210628_iPhoneSE_YL_103.jpg,3024,4032,PalmerAmaranth,491,753,1803,2076
20210806_iPhoneSE_YL_386.jpg,3024,4032,SpottedSpurge,568,726,2047,2353
20210903_iPhone11Pro_BT_19.jpg,4032,3024,Waterhemp,2012,604,1547,1649
20210903_iPhone11Pro_BT_19.jpg,4032,3024,Waterhemp,248,554,1527,1757
20210628_iPhoneSE_YL_117.jpg,3024,4032,PalmerAmaranth,1068,952,1387,1364
20210805_iPhoneSE_YL_82.jpg,3671,3015,SpottedSpurge,3,135,3006,2879
20210812_iPhoneSE_YL_1007.jpg,1269,1260,PricklySida,246,346,770,699
20210712_iPhoneSE_YL_105.jpg,3024,4032,Carpetweed,565,754,1815,2853
20210827_iPhone11Pro_BT_237.jpg,4032,3024,MorningGlory,1712,850,868,1231
20210805_iPhoneSE_YL_80.jpg,3024,4032,MorningGlory,1339,190,526,536
20210805_iPhoneSE_YL_80.jpg,3024,4032,MorningGlory,1024,792,1996,3228
20210827_iPhone11Pro_BT_221.jpg,3024,4032,PricklySida,481,1160,1621,1727
20210910_iPhone11Pro_BT_12.jpg,3024,4032,Eclipta,180,899,1344,1242
20210910_iPhone11Pro_BT_12.jpg,3024,4032,Eclipta,1617,2153,992,641
20210910_iPhone11Pro_BT_12.jpg,3024,4032,Waterhemp,2329,3458,543,570
20210812_iPhoneSE_YL_718.jpg,3004,3551,MorningGlory,918,51,989,919
20210812_iPhoneSE_YL_718.jpg,3004,3551,MorningGlory,712,1723,1883,1824
20210806_iPhoneSE_YL_390.jpg,3024,4032,SpottedSpurge,300,339,2370,3261
20210806_iPhoneSE_YL_409.jpg,3024,4032,SpottedSpurge,112,0,2714,4029
20210806_iPhoneSE_YL_347.jpg,1043,835,MorningGlory,329,59,285,543
20210812_iPhoneSE_YL_903.jpg,3024,3484,Purslane,758,212,1979,2741
20210909_iPhoneSE_YL_11.jpg,4032,3024,Ragweed,557,692,1287,973
20210909_iPhoneSE_YL_11.jpg,4032,3024,Eclipta,3093,1137,645,575
20210910_iPhone11Pro_BT_1.jpg,3024,4032,Eclipta,926,1434,942,969
20210910_iPhone11Pro_BT_1.jpg,3024,4032,Waterhemp,1039,3481,254,297
20210827_iPhoneSE_YL_277.jpg,3024,4032,Waterhemp,774,1578,1750,1711
20210827_iPhoneSE_YL_277.jpg,3024,4032,SpottedSpurge,2245,768,434,387
20210813_iPhoneSE_YL_1307.jpg,3023,3368,PricklySida,0,14,3020,3350
20210910_NIKOND3300_YL_67.jpg,6000,4000,MorningGlory,1924,1252,1348,1332
20210809_iPhoneSE_YL_531.jpg,3504,3015,Waterhemp,387,669,2432,1757
20210827_iPhone11Pro_BT_157.jpg,3024,4032,Purslane,1746,299,410,533
20210827_iPhone11Pro_BT_157.jpg,3024,4032,Purslane,1237,2104,287,258
20210827_iPhone11Pro_BT_157.jpg,3024,4032,Purslane,1430,3042,234,246
20210827_iPhone11Pro_BT_157.jpg,3024,4032,Purslane,1090,3323,352,440
20210910_iPhoneSE_YL_174.jpg,4032,3024,Waterhemp,806,360,2140,2153
20210910_iPhoneSE_YL_174.jpg,4032,3024,Carpetweed,2129,336,156,216
20210910_iPhoneSE_YL_174.jpg,4032,3024,Carpetweed,2132,2364,282,324
20210712_iPhoneSE_YL_265.jpg,3024,4032,Purslane,25,454,2891,3578
20210910_iPhoneSE_YL_160.jpg,3024,4032,Eclipta,806,1190,1448,1837
20210908_iPhoneSE_YL_37.jpg,3024,4032,Carpetweed,777,746,527,594
20210908_iPhoneSE_YL_37.jpg,3024,4032,Carpetweed,746,1809,1110,1125
20210809_iPhoneSE_YL_492.jpg,3023,3366,Eclipta,807,661,1399,2173
20210910_iPhoneSE_YL_148.jpg,3024,4032,MorningGlory,844,1055,1262,1535
20210712_iPhoneSE_YL_28.jpg,3024,4032,Carpetweed,876,1264,1339,2268
20210903_iPhoneSE_YL_248.jpg,4032,3024,Sicklepod,959,998,1161,1055
20210904_NIKOND3300_YL_84.jpg,4000,6000,SpottedSpurge,1464,2062,1214,1853
20210906_iPhoneSE_YL_448.jpg,4032,3024,Eclipta,299,1732,897,938
20210906_iPhoneSE_YL_448.jpg,4032,3024,Waterhemp,2275,35,1108,1049
20210903_YALAL00_EO_40.jpg,4000,3000,SpottedSpurge,12,17,3972,2832
20210827_iPhone11Pro_BT_77.jpg,3024,4032,CutleafGroundcherry,492,656,2239,2145
20210827_iPhone11Pro_BT_77.jpg,3024,4032,SpottedSpurge,2590,0,205,182
20210827_iPhoneSE_YL_101.jpg,3024,4032,Purslane,1014,1799,914,973
20210827_iPhoneSE_YL_101.jpg,3024,4032,Purslane,1067,815,750,820
20210827_iPhoneSE_YL_101.jpg,3024,4032,SpottedSpurge,8,2418,297,203
20210912_CanonEOS4000D_YL_215.jpg,3456,5184,Waterhemp,1149,1598,1273,1510
20210912_CanonEOS4000D_YL_215.jpg,3456,5184,Ragweed,3102,8,316,316
20210910_iPhone11Pro_BT_156.jpg,3024,4032,Carpetweed,481,1754,1633,1309
20210820_iPhoneSE_YL_1402.jpg,1078,1100,Purslane,245,135,656,663
20210820_iPhoneSE_YL_1402.jpg,1078,1100,Purslane,342,743,570,321
20210809_iPhoneSE_YL_1580.jpg,3024,3224,MorningGlory,926,871,1668,1510
20210912_CanonEOS4000D_YL_49.jpg,3456,5184,Purslane,162,1461,1771,1813
20210806_iPhoneSE_YL_233.jpg,2553,2709,MorningGlory,167,545,1780,2112
20210820_iPhoneSE_YL_1358.jpg,2277,2218,MorningGlory,99,107,1971,1867
20210910_iPhone11Pro_BT_195.jpg,3024,4032,Carpetweed,785,1512,871,1000
20210912_CanonEOS4000D_YL_75.jpg,5184,3456,Waterhemp,888,1095,1202,1121
20210912_CanonEOS4000D_YL_75.jpg,5184,3456,Ragweed,3313,1770,1028,982
20210806_iPhoneSE_YL_232.jpg,4032,3024,MorningGlory,479,260,3551,2389
20210820_iPhoneSE_YL_1359.jpg,2980,3218,Purslane,2,2,2723,3203
20210913_iPhoneSE_YL_79.jpg,3024,4032,Ragweed,1448,416,448,522
20210913_iPhoneSE_YL_79.jpg,3024,4032,Ragweed,1289,2989,674,689
20210812_iPhoneSE_YL_692.jpg,3295,3000,Purslane,1209,1609,1297,1033
20210812_iPhoneSE_YL_692.jpg,3295,3000,Purslane,590,454,2406,1422
20210912_CanonEOS4000D_YL_228.jpg,3456,5184,Waterhemp,1124,2179,1260,1486
20210812_iPhoneSE_YL_1170.jpg,3279,3000,Sicklepod,1167,593,1824,1629
20210827_NIKOND3300_YL_17.jpg,4000,6000,MorningGlory,741,1612,2623,2431
20210809_iPhoneSE_YL_478.jpg,3023,3302,Eclipta,844,1058,1422,2029
20210910_iPhoneSE_YL_149.jpg,3024,4032,Eclipta,617,985,1340,1449
20210827_iPhone11Pro_BT_142.jpg,4032,3024,SpottedSpurge,1381,1174,1618,1222
20210912_CanonEOS4000D_YL_189.jpg,3456,5184,Waterhemp,171,2058,2254,2259
20210910_NIKOND3300_YL_102.jpg,4000,6000,Carpetweed,1359,1505,1842,1534
20210910_NIKOND3300_YL_102.jpg,4000,6000,Carpetweed,349,2719,360,436
20210910_NIKOND3300_YL_102.jpg,4000,6000,Carpetweed,1987,3224,465,482
20210910_NIKOND3300_YL_102.jpg,4000,6000,Carpetweed,1086,4259,436,383
20210910_NIKOND3300_YL_102.jpg,4000,6000,Carpetweed,2126,3794,372,412
20210910_NIKOND3300_YL_102.jpg,4000,6000,Carpetweed,1592,4131,1418,953
20210910_NIKOND3300_YL_102.jpg,4000,6000,Carpetweed,2707,5107,1284,883
20210910_NIKOND3300_YL_116.jpg,6000,4000,Carpetweed,899,461,1070,783
20210910_NIKOND3300_YL_116.jpg,6000,4000,Carpetweed,1861,3193,374,330
20210910_NIKOND3300_YL_116.jpg,6000,4000,Carpetweed,2123,2354,1797,1523
20210910_NIKOND3300_YL_116.jpg,6000,4000,Carpetweed,3571,692,1519,1567
20210809_iPhoneSE_YL_518.jpg,3024,3626,Waterhemp,759,619,1910,1951
20210809_iPhoneSE_YL_518.jpg,3024,3626,Waterhemp,633,2296,1120,1271
20210809_iPhoneSE_YL_518.jpg,3024,3626,Waterhemp,1,1461,495,968
20210910_iPhoneSE_YL_69.jpg,4032,3024,Waterhemp,832,1072,1219,799
20210910_iPhoneSE_YL_69.jpg,4032,3024,Ragweed,2427,1084,979,907
20210806_iPhoneSE_YL_187.jpg,1754,1658,MorningGlory,512,563,875,875
20210910_iPhoneSE_YL_55.jpg,4032,3024,Waterhemp,1500,1113,1716,1676
20210910_iPhoneSE_YL_55.jpg,4032,3024,Goosegrass,451,0,1514,2635
20210812_iPhoneSE_YL_1206.jpg,3024,3153,PricklySida,472,794,2072,2246
20210909_iPhoneSE_YL_10.jpg,3024,4032,Waterhemp,782,2168,1319,1371
20210909_iPhoneSE_YL_10.jpg,3024,4032,Waterhemp,589,910,914,822
20210909_iPhoneSE_YL_10.jpg,3024,4032,Waterhemp,1307,525,597,665
20210909_iPhoneSE_YL_10.jpg,3024,4032,Waterhemp,0,1893,275,504
20210909_iPhoneSE_YL_10.jpg,3024,4032,Ragweed,785,3346,141,170
20210909_iPhoneSE_YL_10.jpg,3024,4032,Ragweed,2877,3194,135,404
20210805_iPhoneSE_YL_152.jpg,3469,2806,MorningGlory,832,276,2627,2390
20210806_iPhoneSE_YL_352.jpg,3024,3580,SpottedSpurge,236,991,2040,1876
20210628_iPhoneSE_YL_23.jpg,3024,4032,Eclipta,821,1483,1564,1144
20210903_iPhone11Pro_BT_114.jpg,4032,3024,Carpetweed,1583,1029,1785,1148
20210812_iPhoneSE_YL_902.jpg,3024,3538,Purslane,636,1707,1548,1193
20210812_iPhoneSE_YL_902.jpg,3024,3538,Purslane,251,82,2625,2121
20210805_iPhoneSE_YL_146.jpg,3024,3470,MorningGlory,99,703,2769,2574
20210903_iPhoneSE_YL_117.jpg,3024,4032,MorningGlory,1319,1090,1694,1307
20210820_iPhoneSE_YL_1563.jpg,3024,4032,Waterhemp,3,3,2640,3515
20210912_iPhoneSE_YL_63.jpg,3024,4032,Eclipta,882,1509,1128,1184
20210912_iPhoneSE_YL_77.jpg,4032,3024,MorningGlory,1897,929,1029,1008
20210805_iPhoneSE_YL_42.jpg,3930,2651,SpottedSpurge,3,422,3881,1991
20210628_iPhoneSE_YL_114.jpg,3024,4032,PalmerAmaranth,687,1090,1584,1377
20210812_iPhoneSE_YL_1038.jpg,3023,2928,Sicklepod,963,469,1452,2368
20210628_iPhoneSE_YL_128.jpg,3024,4032,PalmerAmaranth,494,995,1931,1740
20210910_iPhone11Pro_BT_13.jpg,3024,4032,Ragweed,914,1653,817,637
20210812_iPhoneSE_YL_1010.jpg,3023,3139,Waterhemp,572,348,2344,2488
20210903_iPhone11Pro_BT_32.jpg,4032,3024,Waterhemp,1587,431,1464,1785
20210628_iPhoneSE_YL_87.jpg,3024,4032,MorningGlory,592,948,2017,2259
20210903_iPhone11Pro_BT_3.jpg,4032,3024,Waterhemp,1214,580,1630,1131
20210810_iPhoneSE_YL_635.jpg,3024,4032,Eclipta,408,1327,2415,1735
20210904_iPhoneSE_YL_77.jpg,3024,4032,Waterhemp,1121,1113,1117,1985
20210904_iPhoneSE_YL_77.jpg,3024,4032,Carpetweed,64,2555,240,275
20210904_iPhoneSE_YL_77.jpg,3024,4032,Carpetweed,2602,2086,410,287
20210904_iPhoneSE_YL_77.jpg,3024,4032,Carpetweed,2672,2520,229,252
20210904_iPhoneSE_YL_77.jpg,3024,4032,Carpetweed,2590,2848,229,240
20210904_iPhoneSE_YL_77.jpg,3024,4032,Carpetweed,2168,2491,369,240
20210904_iPhoneSE_YL_77.jpg,3024,4032,Carpetweed,2432,2145,176,240
20210904_iPhoneSE_YL_77.jpg,3024,4032,Carpetweed,762,211,281,223
20210910_iPhone11Pro_BT_48.jpg,3024,4032,Purslane,1024,1168,891,1453
20210712_iPhoneSE_YL_175.jpg,3024,4032,Carpetweed,720,880,1398,2411
20210712_iPhoneSE_YL_175.jpg,3024,4032,Carpetweed,1167,3655,203,199
20210812_iPhoneSE_YL_742.jpg,3024,4032,Purslane,2098,683,502,652
20210812_iPhoneSE_YL_742.jpg,3024,4032,Purslane,640,1018,1715,2657
20210827_iPhone11Pro_BT_253.jpg,4032,3024,SpottedSpurge,1328,1088,1633,630
20210812_iPhoneSE_YL_965.jpg,3024,3191,Purslane,371,399,2403,1798
20210812_iPhoneSE_YL_965.jpg,3024,3191,Purslane,2597,2426,427,761
20210806_iPhoneSE_YL_447.jpg,3024,4032,SpottedSpurge,69,0,2955,4030
20210903_NIKOND3300_YL_65.jpg,4000,6000,Eclipta,1002,1072,1882,2780
20210912_iPhoneSE_YL_38.jpg,3024,4032,MorningGlory,844,1732,1483,1653
20210903_iPhone11Pro_BT_96.jpg,3024,4032,MorningGlory,852,1832,793,738
20210812_iPhoneSE_YL_795.jpg,3024,3662,Purslane,216,71,1757,948
20210812_iPhoneSE_YL_795.jpg,3024,3662,Purslane,853,300,1848,2997
20210912_CanonEOS4000D_YL_139.jpg,5184,3456,MorningGlory,2038,850,1391,1092
20210912_iPhoneSE_YL_105.jpg,3024,4032,CutleafGroundcherry,578,809,1203,1641
20210827_iPhoneSE_YL_205.jpg,3024,4032,SpottedSpurge,879,1143,1483,1571
20210912_CanonEOS4000D_YL_105.jpg,3456,5184,CutleafGroundcherry,1501,2404,833,984
20210912_CanonEOS4000D_YL_105.jpg,3456,5184,Waterhemp,813,1431,1335,813
20210903_iPhoneSE_YL_37.jpg,4032,3024,MorningGlory,651,1121,2084,1301
20210908_iPhoneSE_YL_6.jpg,4032,3024,Purslane,1240,730,1520,1835
20210903_NIKOND3300_YL_144.jpg,4000,6000,Waterhemp,610,1142,1429,1447
20210903_NIKOND3300_YL_144.jpg,4000,6000,Waterhemp,1037,2004,2876,3207
20210906_iPhoneSE_YL_69.jpg,4032,3024,Waterhemp,585,383,2317,1979
20210906_iPhoneSE_YL_69.jpg,4032,3024,Waterhemp,3038,945,440,506
20210906_iPhoneSE_YL_69.jpg,4032,3024,Waterhemp,1710,2621,462,400
20210906_iPhoneSE_YL_69.jpg,4032,3024,SpottedSpurge,1007,-4,343,633
20210906_iPhoneSE_YL_69.jpg,4032,3024,SpottedSpurge,717,40,141,163
20210906_iPhoneSE_YL_69.jpg,4032,3024,Waterhemp,2858,2194,281,343
20210906_iPhoneSE_YL_200.jpg,4032,3024,Goosegrass,1135,877,2102,1520
20220129_CanonEOS4000D_EO_19.jpg,5184,3456,MorningGlory,958,476,2371,2559
20210908_iPhoneSE_YL_45.jpg,3024,4032,Waterhemp,1037,1442,1368,1316
20210827_iPhone11Pro_BT_125.jpg,3024,4032,SpottedSpurge,2286,2245,727,1008
20210827_iPhone11Pro_BT_125.jpg,3024,4032,PricklySida,1664,2174,651,557
20210827_iPhone11Pro_BT_125.jpg,3024,4032,PricklySida,1061,2643,615,469
20210827_iPhone11Pro_BT_125.jpg,3024,4032,PricklySida,820,668,422,434
20210827_iPhone11Pro_BT_125.jpg,3024,4032,SpottedSpurge,2332,363,273,246
20210910_iPhone11Pro_BT_124.jpg,3024,4032,MorningGlory,301,1082,1645,2922
20210827_NIKOND3300_YL_58.jpg,6000,4000,PricklySida,2110,913,2657,2047
20210827_NIKOND3300_YL_70.jpg,4000,6000,MorningGlory,1725,2519,1447,1865
20210913_iPhoneSE_YL_36.jpg,3024,4032,SpottedSpurge,987,1670,1269,1216
20210913_iPhoneSE_YL_22.jpg,3024,4032,SpottedSpurge,1255,1200,1048,815
20210913_iPhoneSE_YL_22.jpg,3024,4032,SpottedSpurge,1193,1496,156,123
20210913_iPhoneSE_YL_22.jpg,3024,4032,SpottedSpurge,849,2097,964,998
20210827_iPhone11Pro_BT_2.jpg,4032,3024,PricklySida,1627,1436,677,704
20210827_iPhone11Pro_BT_2.jpg,4032,3024,SpottedSpurge,361,2612,246,409
20210910_NIKOND3300_YL_207.jpg,4000,6000,SpottedSpurge,1691,1243,511,860
20210910_NIKOND3300_YL_207.jpg,4000,6000,MorningGlory,1383,3666,1377,1319
20210910_NIKOND3300_YL_207.jpg,4000,6000,Carpetweed,1952,4166,1795,686
20210812_iPhoneSE_YL_839.jpg,3023,3139,Purslane,880,457,1236,2015
20210903_NIKOND3300_YL_227.jpg,4000,6000,Waterhemp,1237,2277,2028,1766
20210827_iPhoneSE_YL_199.jpg,3024,4032,CutleafGroundcherry,750,1096,2192,1723
20210908_iPhoneSE_YL_112.jpg,3024,4032,Ragweed,1966,78,700,845
20210908_iPhoneSE_YL_112.jpg,3024,4032,Ragweed,198,595,1166,1178
20210908_iPhoneSE_YL_112.jpg,3024,4032,Ragweed,439,2312,346,421
20210908_iPhoneSE_YL_112.jpg,3024,4032,Ragweed,1891,2790,496,526
20210806_iPhoneSE_YL_254.jpg,3288,3024,MorningGlory,1312,966,1881,1394
20210820_iPhoneSE_YL_1459.jpg,749,759,Purslane,141,42,552,687
20210909_NIKOND3300_YL_98.jpg,6000,4000,Waterhemp,1567,1245,2851,2314
20210909_NIKOND3300_YL_98.jpg,6000,4000,Carpetweed,3885,3404,461,386
20210913_iPhoneSE_YL_37.jpg,3024,4032,SpottedSpurge,903,1029,1251,1456
20210827_iPhoneSE_YL_166.jpg,3024,4032,PricklySida,922,824,2008,2000
20210903_iPhoneSE_YL_213.jpg,3024,4032,Sicklepod,1512,1072,1383,563
20210903_iPhoneSE_YL_213.jpg,3024,4032,Sicklepod,287,1799,1412,1242
20210810_iPhoneSE_YL_581.jpg,3024,3859,Eclipta,554,1087,1576,1896
20210908_iPhoneSE_YL_50.jpg,3024,4032,Goosegrass,977,824,1703,1832
20210906_iPhoneSE_YL_215.jpg,3024,4032,Eclipta,789,1153,1387,1680
20210910_NIKOND3300_YL_14.jpg,4000,6000,PricklySida,680,2541,2052,2046
20210910_NIKOND3300_YL_14.jpg,4000,6000,PricklySida,2867,1133,1124,1534
20210910_NIKOND3300_YL_14.jpg,4000,6000,Waterhemp,2797,261,1150,959
20210903_iPhoneSE_YL_36.jpg,4032,3024,MorningGlory,994,959,1389,1258
20210909_iPhoneSE_YL_1.jpg,3024,4032,Carpetweed,35,609,475,504
20210909_iPhoneSE_YL_1.jpg,3024,4032,Eclipta,747,771,1216,1360
20210909_iPhoneSE_YL_1.jpg,3024,4032,Eclipta,1524,2359,674,903
20210809_iPhoneSE_YL_542.jpg,3024,3343,Waterhemp,323,82,2177,2026
20210903_NIKOND3300_YL_179.jpg,6000,4000,Waterhemp,2070,1262,2017,2076
20210912_CanonEOS4000D_YL_104.jpg,3456,5184,CutleafGroundcherry,1581,2432,836,971
20210912_CanonEOS4000D_YL_104.jpg,3456,5184,Waterhemp,899,1496,1325,798
20210910_iPhoneSE_YL_27.jpg,3024,4032,Eclipta,1471,697,615,627
20210910_iPhoneSE_YL_27.jpg,3024,4032,Eclipta,1313,2456,1002,1283
20210827_iPhone11Pro_BT_291.jpg,3024,4032,Ragweed,1043,1375,926,848
20210903_iPhone11Pro_BT_83.jpg,4032,3024,Waterhemp,1835,1117,670,745
20210812_iPhoneSE_YL_780.jpg,1801,1850,Purslane,674,345,841,1404
20210628_iPhoneSE_YL_51.jpg,3024,4032,MorningGlory,946,1277,1386,1808
20210805_iPhoneSE_YL_18.jpg,3024,4032,PalmerAmaranth,638,934,1825,1712
20210910_iPhone11Pro_BT_61.jpg,3024,4032,Waterhemp,781,1239,1153,1071
20210628_iPhoneSE_YL_172.jpg,4032,3024,PalmerAmaranth,1556,772,1820,1729
20210628_iPhoneSE_YL_172.jpg,4032,3024,Eclipta,998,728,602,737
20210628_iPhoneSE_YL_172.jpg,4032,3024,Eclipta,1138,301,563,274
20210904_iPhoneSE_YL_62.jpg,4032,3024,Waterhemp,1156,761,1614,1293
20210904_iPhoneSE_YL_62.jpg,4032,3024,SpottedSpurge,1895,40,369,215
20210904_iPhoneSE_YL_62.jpg,4032,3024,Ragweed,1442,919,251,268
20210628_iPhoneSE_YL_92.jpg,3024,4032,MorningGlory,474,720,2358,1969
20210712_iPhoneSE_YL_148.jpg,3024,4032,Carpetweed,322,296,1661,1112
20210628_iPhoneSE_YL_86.jpg,3024,4032,MorningGlory,284,480,2244,2454
20210812_iPhoneSE_YL_1048.jpg,3024,3262,PricklySida,462,311,2181,2229
20210910_iPhoneSE_YL_1.jpg,3024,4032,Eclipta,903,949,1617,1805
20210812_iPhoneSE_YL_1074.jpg,3024,3083,PricklySida,312,48,2468,2587
20210903_NIKOND3300_YL_99.jpg,6000,4000,Waterhemp,2415,694,1659,1899
20210812_iPhoneSE_YL_1060.jpg,3023,2916,Waterhemp,246,717,2616,1366
20210628_iPhoneSE_YL_53.jpg,3024,4032,MorningGlory,936,1269,1197,1490
20210806_iPhoneSE_YL_450.jpg,3024,4032,SpottedSpurge,291,731,2362,2350
20210805_iPhoneSE_YL_122.jpg,2786,2723,MorningGlory,378,697,1961,1587
20210827_iPhone11Pro_BT_293.jpg,3024,4032,PricklySida,676,1633,1012,863
20210827_iPhone11Pro_BT_293.jpg,3024,4032,SpottedSpurge,2446,309,570,727
20210827_iPhone11Pro_BT_293.jpg,3024,4032,Ragweed,363,1688,293,252
20210903_iPhoneSE_YL_173.jpg,3024,4032,MorningGlory,844,1594,1547,1383
20210805_iPhoneSE_YL_26.jpg,3023,2947,MorningGlory,651,1106,1863,1706
20210820_iPhoneSE_YL_1513.jpg,3024,4032,Sicklepod,478,694,1303,1007
20210820_iPhoneSE_YL_1513.jpg,3024,4032,Sicklepod,1314,2296,800,936
20210906_iPhoneSE_YL_81.jpg,4032,3024,PricklySida,857,849,1961,1596
20210910_iPhoneSE_YL_25.jpg,4032,3024,Eclipta,1347,257,1721,2050
20210827_iPhoneSE_YL_206.jpg,3024,4032,CutleafGroundcherry,105,205,2690,3036
20210827_iPhoneSE_YL_206.jpg,3024,4032,SpottedSpurge,8,8,1082,191
20210827_iPhoneSE_YL_206.jpg,3024,4032,SpottedSpurge,129,531,238,527
20210809_iPhoneSE_YL_540.jpg,3708,3024,Waterhemp,31,152,1883,2175
20210809_iPhoneSE_YL_540.jpg,3708,3024,Waterhemp,2560,1117,988,786
20210809_iPhoneSE_YL_540.jpg,3708,3024,Waterhemp,1949,0,1245,463
20220129_CanonEOS4000D_EO_3.jpg,5184,3456,MorningGlory,663,971,4441,2190
